guid;stock;title;summary;published;p_date;sentiment_summary;sentiment_title
6df6363a-63fa-303b-9945-aed980bedeb1;L;Ex-Dividend Date Insight: Loews;Loews (NYSE:L) declared a dividend payable on March 9, 2021 to its shareholders as of February 9, 2021. It was also announced that shareholders of Loews's stock as of February 24, 2021 are entitled to the dividend. The stock is expected to become ex-dividend 1 business day(s) before the record date. Loews, whose current dividend payout is $0.06, has an ex-dividend date set at February 23, 2021. The payout equates to a dividend yield of 0.52% at current price levels. What Are Ex-Dividend Dates? Ex-dividend dates are when company shares stop trading with their current dividend payouts in preparation for those companies to announce new ones. Usually, a company's ex-dividend date falls one business day before its record date. Investors should keep this in mind when purchasing stocks because buying them on or after ex-dividend dates does not qualify them to receive the declared payment. Newly declared dividends go to shareholders who have owned that stock before the ex-dividend date. Most ex-dividend dates operate on a quarterly basis. Understanding Loews's Dividend History Over the past year, Loews has seen its dividend payouts remain the same and its yields climb upward overall. Last year on February 25, 2020 the company's payout sat at $0.06, which has returned to its value today. Loews's dividend yield last year was 0.45%, which has since grown by 0.07%. Companies use dividend yields in different strategic ways. Some companies may opt to not give yields altogether to reinvest in themselves. Other companies may opt to increase or decrease their yield amounts to control how their shares circulate throughout the stock market. To read more about Loews click here. See more from BenzingaClick here for options trades from BenzingaEarnings Scheduled For February 8, 2021© 2021 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.;Mon, 22 Feb 2021 15:16:05 +0000;L_2021-02-22;0.7906;0.0
3826529a-87ae-34c4-a04a-d124df130faa;L;Loews Corporation -- Moody's announces completion of a periodic review of ratings of Loews Corporation;"Announcement of Periodic Review: Moody's announces completion of a periodic review of ratings of Loews CorporationGlobal Credit Research - 19 Feb 2021New York, February 19, 2021 -- Moody's Investors Service (""Moody's"") has completed a periodic review of the ratings of Loews Corporation and other ratings that are associated with the same analytical unit.  The review was conducted through a portfolio review discussion held on 17 February 2021 in which Moody's reassessed the appropriateness of the ratings in the context of the relevant principal methodology(ies), recent developments, and a comparison of the financial and operating profile to similarly rated peers.  Since 1 January 2019, Moody's practice has been to issue a press release following each periodic review to announce its completion.This publication does not announce a credit rating action and is not an indication of whether or not a credit rating action is likely in the near future.";Fri, 19 Feb 2021 21:21:06 +0000;L_2021-02-19;-0.1945;0.0
b942f786-7a61-386f-9433-cd5831f9cd40;L;A Rundown of Loews' 4th-Quarter Earnings;The conglomerate bought back 5.9 million shares during the quarter;Tue, 09 Feb 2021 15:47:11 +0000;L_2021-02-09;0.296;0.0
e58a14c3-6137-3a2f-8562-636b029fa7d3;L;Loews Corp (L) Q4 2020 Earnings Call Transcript;At this time, I would like to welcome everyone to the Loews Corporation Q4 2020 Earnings Conference Call.  At this time, I would like to turn the conference over to Mary Skafidas, Vice President of Investor Relations and Corporate Communication for Loews.;Mon, 08 Feb 2021 19:30:36 +0000;L_2021-02-08;0.7906;0.0
ba875415-e11f-35c4-80c5-f8cb213f8310;L;Loews Corporation Reports Net Income Of $397 Million For The Fourth Quarter Of 2020;Loews Corporation (NYSE: L) today reported net income of $397 million, or $1.45 per share, for the quarter ended December 31, 2020, compared to net income of $217 million, or $0.73 per share, in the fourth quarter of 2019. For the full year, Loews reported a net loss of $931 million, or $3.32 per share, compared to net income of $932 million, or $3.07 per share, in 2019.;Mon, 08 Feb 2021 11:00:00 +0000;L_2021-02-08;0.6705;0.0
abbc376a-a291-3e1a-b723-ed06d66cf8b9;L;"Altium Packaging LLC -- Moody's assigns B2 to Altium Packaging's term loan, B2 CFR unchanged; outlook stable";"Moody's Investors Service (""Moody's"") assigned a B2 rating to Altium Packaging LLC's (Altium) proposed first lien term loan.  For ratings issued on a program, series, category/class of debt or security this announcement provides certain regulatory disclosures in relation to each rating of a subsequently issued bond or note of the same series, category/class of debt, security or pursuant to a program for which the ratings are derived exclusively from existing ratings in accordance with Moody's rating practices.";Tue, 26 Jan 2021 17:31:09 +0000;L_2021-01-26;0.2263;0.296
3efe114e-d52e-39b8-9c0a-25856fae840a;L;Loews Corporation to Release Fourth Quarter 2020 Results on February 8, 2021;Loews Corporation (NYSE: L) will report fourth quarter 2020 financial results on Monday, February 8, 2021. The conference call for investors will begin at 10:00 a.m. ET and will be hosted by the Company's chief executive officer, James S. Tisch, and chief financial officer, David B. Edelson.;Tue, 26 Jan 2021 15:00:00 +0000;L_2021-01-26;0.0;0.0
b883e3eb-2dbf-3bf1-baec-4829d1dc3aa8;L;Where Do Hedge Funds Stand On Loews Corporation (L)?;Insider Monkey has processed numerous 13F filings of hedge funds and successful value investors to create an extensive database of hedge fund holdings. The 13F filings show the hedge funds’ and successful investors’ positions as of the end of the third quarter. You can find articles about an individual hedge fund’s trades on numerous financial […];Wed, 16 Dec 2020 20:51:13 +0000;L_2020-12-16;0.9022;0.0
db9a6e30-b4bd-35a3-981f-48412c36f0f8;L;"Boardwalk Pipelines, LP -- Moody's affirms Boardwalk Pipelines Baa3 rating; stable outlook";Moody's also affirmed the Baa2 senior unsecured ratings of Gulf South Pipeline Company, LLC (Gulf South) and Texas Gas Transmission, LLC (Texas Gas).  Gulf South and Texas Gas are wholly owned subsidiaries of Boardwalk.;Wed, 16 Dec 2020 18:19:06 +0000;L_2020-12-16;-0.3818;0.296
65ae2ac9-54ce-36ca-97ab-c52997d2a203;L;What Kind Of Shareholders Hold The Majority In Loews Corporation's (NYSE:L) Shares?;If you want to know who really controls Loews Corporation (NYSE:L), then you'll have to look at the makeup of its...;Fri, 27 Nov 2020 06:52:47 +0000;L_2020-11-27;0.0772;0.296
80e2ad1b-35a4-3f40-9f82-6e475f9a8783;B;Income Investors Should Know That Barnes Group Inc. (NYSE:B) Goes Ex-Dividend Soon;Barnes Group Inc. ( NYSE:B ) stock is about to trade ex-dividend in three days. Typically, the ex-dividend date is one...;Sat, 22 May 2021 07:17:58 +0000;B_2021-05-22;0.0;0.0
3fc0eb63-9893-3da8-832f-d6cdcbd4580f;B;Intertrend announces Make Noise Today: Recipe for Change campaign in collaboration with Toyota;Intertrend, a multicultural creative agency at the intersection of emerging trends and the interaction between brands and consumers, is pleased to announce the latest edition of Make Noise Today: Recipe for Change, a new campaign featuring Eddie Huang alongside chefs Nicole Ponseca, Mayly Tao, and Dennis Lee.;Mon, 17 May 2021 16:00:00 +0000;B_2021-05-17;0.7003;0.0
768a7827-d90b-3709-aa0e-9a2615c4f2f6;B;Toyota Makes Game-changing Move to Support U.S. Paralympic Movement and Paralympic Athletes;In an effort to further support Team USA's Paralympic athletes as they pursue their sport dreams and in partnership with the United States Olympic & Paralympic Committee (USOPC), Toyota is excited to make history with the creation of nearly $5 million in stipend and sponsorship opportunities that will directly impact the lives of eligible U.S. Paralympic athletes aiming to compete at the Paralympic Games Tokyo 2020 or the Paralympic Winter Games Beijing 2022.;Mon, 17 May 2021 14:00:00 +0000;B_2021-05-17;0.9231;0.4019
e17deb54-428f-384f-a415-2aa13f060a54;B;Toyota Harnesses Power of Mobility to Scale Up COVID-19 Vaccinations to Homebound in 13 States;In rural and urban communities across the country, homebound Americans are struggling to access COVID-19 vaccination sites. Across the nation, this mobility challenge affects an estimated 4 million people. If people can't access vaccine sites due to limited transit options, then help is needed to bring the vaccine to them or provide the necessary transportation.;Mon, 17 May 2021 13:00:00 +0000;B_2021-05-17;-0.1779;0.0
32c6a55a-b15e-380a-bbfc-1bb569e846d1;B;Why used car prices jump by most on record in April;Yahoo Finance's Pras Subramanian breaks down the record-breaking jump in April used car prices.;Wed, 12 May 2021 21:51:40 +0000;B_2021-05-12;0.0;0.0
00296574-7c12-3b55-8386-1d053e277a7c;B;El camino de Toyota hacia la neutralidad de carbono;PLANO, Texas, 12 de mayo de 2021 /PRNewswire-HISPANIC PR WIRE/ -- Toyota está en el camino hacia un futuro electrificado, y la compañía está comprometida a hacer de los vehículos eléctricos de batería (BEV) una parte clave de su línea. A principios de este año, Lexus presentó el LF-Z, una mirada conceptual al futuro de los BEV en el segmento de lujo.;Wed, 12 May 2021 19:28:00 +0000;B_2021-05-12;0.0;0.0
0913cb67-714a-3d6d-ac68-59c0e7f67e89;B;Toyota Can Be a Tech Giant Too;Toyotas have a reputation for being reliable but unexciting, and the Japanese automotive giant that makes them can come across the same way. Yet it is likely more forward-thinking than it gets credit for.;Wed, 12 May 2021 12:29:00 +0000;B_2021-05-12;0.5267;0.0
7a083aa1-61d6-37fc-b364-522f55a66862;B;Most Toyotas Will Still Use Gasoline in 2030, Company Says;The car maker projects fast rise of hybrid gas-electric vehicles.;Wed, 12 May 2021 09:14:00 +0000;B_2021-05-12;0.0;0.0
28de0b4a-5c07-3f15-8abb-7a31d565c7cf;B;Barnes Group Inc. Declares Quarterly Dividend;The Board of Directors of Barnes Group Inc. (NYSE: B) has declared a quarterly cash dividend of sixteen cents ($0.16) per share. The dividend will be payable June 10, 2021 to shareholders of record at the close of business on May 27, 2021.;Fri, 07 May 2021 16:15:00 +0000;B_2021-05-07;0.296;0.0
b84024a2-8c12-3ae1-9acc-d8de81296142;B;Shareholders May Not Be So Generous With Barnes Group Inc.'s (NYSE:B) CEO Compensation And Here's Why;In the past three years, the share price of Barnes Group Inc. ( NYSE:B ) has struggled to generate growth for its...;Sat, 01 May 2021 07:18:48 +0000;B_2021-05-01;0.34;-0.4439
3fa7c8e7-12a8-3a9c-b161-331fed3d9f4d;B;Barnes Group Inc. Reports First Quarter 2021 Financial Results;Barnes Group Inc. (NYSE: B), a global provider of highly engineered products, differentiated industrial technologies, and innovative solutions, today reported financial results for the first quarter of 2021.;Fri, 30 Apr 2021 10:30:00 +0000;B_2021-04-30;0.5574;0.0
6072e4e6-caac-30c8-8a25-3cc1cd2ffe5c;B;Barnes Group Inc. Names Julie K. Streich Senior Vice President, Finance and Chief Financial Officer;Barnes Group Inc. (NYSE: B), a global provider of highly engineered products, differentiated industrial technologies, and innovative solutions, today announced the appointment of Julie K. Streich to the position of Senior Vice President, Finance and Chief Financial Officer, effective May 3, 2021.;Thu, 29 Apr 2021 20:15:00 +0000;B_2021-04-29;0.7717;0.0
70e96cfc-ac16-322b-b3b0-acb48e011e21;B;Barnes Group Inc. Announces Contract Award From Northrop Grumman for B-2 Spirit Stealth Bomber Exhaust System Assemblies;Barnes Aerospace, a business unit of Barnes Group Inc. (NYSE: B), today announced that it was awarded a multi-year contract by Northrop Grumman to produce major metallic subassembly for the B-2 Spirit Stealth Bomber Tailpipe Mid/Aft Assembly Full Fleet Replacement Program. The assemblies will be manufactured in Barnes Aerospace’s Ogden, Utah facility which has deep expertise in precision exotic metal forming and complex assemblies. Barnes Aerospace has a long-term relationship with Northrop Grumman on difficult to manufacture, complex products.;Mon, 19 Apr 2021 18:00:00 +0000;B_2021-04-19;0.1531;0.4019
a06f25ee-44f0-3c56-be58-e23b65b63093;B;Barnes Group Inc. Publishes 2020 Environmental, Social and Governance Report;Barnes Group Inc. (NYSE: B), a global provider of highly engineered products, differentiated industrial technologies, and innovative solutions, today announced that it has published its 2020 Environmental, Social & Governance (ESG) Report. Since the launch of our first ESG report in 2014, Barnes Group has sought to identify and implement processes, policies, and products that benefit our stakeholders, the environment, and society.;Mon, 05 Apr 2021 18:15:00 +0000;B_2021-04-05;0.765;0.0
5e3da6f2-1b24-3042-a023-86f7954548db;B;Is Barnes Group Inc.'s (NYSE:B) Stock Price Struggling As A Result Of Its Mixed Financials?;It is hard to get excited after looking at Barnes Group's (NYSE:B) recent performance, when its stock has declined 4.2...;Sun, 28 Mar 2021 07:56:09 +0000;B_2021-03-28;0.25;-0.4215
87c2b2d3-45b8-3684-a713-0130ecec252a;B;Barnes Aerospace Celebrates Expansion of Its West Chester, Ohio Maintenance, Repair, and Overhaul Facility;"Barnes Aerospace, a business unit of Barnes Group Inc. (NYSE: B), today announced the expansion of its Maintenance, Repair, and Overhaul (""MRO"") facility in West Chester, Ohio at a ribbon cutting ceremony to celebrate the occasion. The West Chester MRO operation specializes in a variety of critical machining functions and extensive inspection applications for the global aviation industry.";Tue, 23 Mar 2021 16:00:00 +0000;B_2021-03-23;0.2263;0.5719
6da0bf60-3f5a-3ab7-baa8-e94a5994fb77;B;Barnes Group Inc. Announces First Quarter 2021 Earnings Conference Call and Webcast;Barnes Group Inc. (NYSE: B) today announced it will release first quarter 2021 financial results on Friday, April 30, 2021, before the market opens.;Wed, 17 Mar 2021 13:30:00 +0000;B_2021-03-17;0.0;0.0
4fd00b7f-aaf6-3084-a6e2-4cfa127508f6;B;Barnes Group Inc. Names Lukas Hovorka Senior Vice President, Corporate Development;Barnes Group Inc. (NYSE: B), a global provider of highly engineered products, differentiated industrial technologies, and innovative solutions, today announced the appointment of Lukas Hovorka to the position of Senior Vice President, Corporate Development, effective March 1, 2021.;Mon, 01 Mar 2021 16:06:00 +0000;B_2021-03-01;0.7717;0.0
ee1b9250-02a1-3e96-89dd-c2a41e5b4881;B;Barnes Group Inc. (NYSE:B) Goes Ex-Dividend Soon;Regular readers will know that we love our dividends at Simply Wall St, which is why it's exciting to see Barnes Group...;Sat, 20 Feb 2021 06:19:50 +0000;B_2021-02-20;0.8126;0.0
